# S,I,R,Nw
7164778,9,0,0
7164774,11,1,3
7164771,12,3,6
7164767,14,6,10
7164763,15,8,14
7164758,17,11,19
7164753,20,14,24
7164747,22,18,30
7164740,25,22,37
7164732,28,26,45
7164724,32,31,53
7164714,36,37,63
7164703,40,43,74
7164691,45,51,86
7164677,51,59,100
7164661,57,68,116
7164644,65,78,133
7164624,73,90,153
7164602,82,103,175
7164577,92,117,200
7164549,104,134,228
7164518,117,152,259
7164483,131,173,294
7164443,147,196,334
7164399,166,222,378
7164348,186,252,429
7164292,210,285,485
7164229,236,322,548
7164158,265,364,619
7164078,298,411,699
7163988,335,463,789
7163887,377,523,890
7163773,424,589,1004
7163646,476,664,1131
7163502,535,749,1275
7163341,602,844,1436
7163159,677,950,1618
7162956,761,1070,1821
7162727,855,1205,2050
7162469,961,1356,2308
7162180,1081,1526,2597
7161855,1215,1717,2922
7161489,1366,1932,3288
7161078,1535,2174,3699
7160616,1725,2445,4161
7160097,1939,2750,4680
7159514,2180,3093,5263
7158858,2450,3479,5919
7158122,2753,3912,6655
7157294,3094,4399,7483
7156364,3477,4946,8413
7155318,3908,5560,9459
7154144,4391,6251,10633
7152825,4934,7028,11952
7151343,5544,7900,13434
7149678,6229,8880,15099
7147808,6997,9981,16969
7145708,7861,11218,19069
7143350,8829,12607,21427
7140702,9917,14168,24075
7137730,11136,15920,27047
7134393,12505,17888,30384
7130649,14039,20098,34128
7126448,15760,22579,38329
7121736,17688,25363,43041
7116451,19848,28488,48326
7110527,22266,31993,54250
7103887,24974,35926,60890
7096448,28002,40336,68329
7088118,31388,45280,76659
7078794,35172,50821,85983
7068362,39396,57029,96415
7056699,44107,63980,108078
7043666,49359,71761,121111
7029115,55205,80466,135662
7012880,61706,90200,151897
6994785,68927,101075,169992
6974634,76933,113219,190143
6952221,85798,126768,212556
6927322,95594,141870,237455
6899700,106399,158688,265077
6869102,118288,177397,295675
6835266,131338,198182,329511
6797919,145623,221245,366858
6756781,161210,246796,407996
6711567,178162,275057,453210
6661998,196527,306262,502779
6607799,216341,340647,556978
6548711,237619,378457,616066
6484499,260353,419934,680278
6414957,284509,465320,749820
6339923,310017,514846,824854
6259285,336773,568729,905492
6172990,364631,627165,991787
6081060,393403,690324,1083717
5983592,422857,758338,1181185
5880772,452716,831299,1284005
5772872,482666,909248,1391905
5660259,512355,992173,1504518
5543385,541404,1079998,1621392
5422788,569415,1172584,1741989
5299078,595985,1269723,1865699
5172928,620716,1371143,1991849
5045054,643227,1476505,2119723
4916201,663175,1585410,2248576
4787125,680257,1697405,2377652
4658569,694227,1811990,2506208
4531252,704903,1928631,2633525
4405848,712170,2046768,2758929
4282976,715982,2165829,2881801
4163185,716364,2285238,3001592
4046952,713403,2404431,3117825
3934677,707247,2522862,3230100
3826680,698093,2640014,3338097
3723202,686178,2755406,3441575
3624414,671771,2868601,3540363
3530418,655161,2979208,3634359
3441255,636649,3086883,3723522
3356913,616538,3191335,3807864
3277334,595129,3292323,3887443
3202422,572709,3389655,3962355
3132050,549551,3483186,4032727
3066067,525908,3572812,4098710
3004301,502011,3658474,4160476
2946572,478068,3740147,4218205
2892686,454262,3817838,4272091
2842449,430753,3891584,4322328
2795662,407678,3961447,4369115
2752130,385149,4027508,4412647
2711660,363261,4089866,4453117
2674064,342088,4148635,4490713
2639161,321687,4203938,4525616
2606777,302101,4255909,4558000
2576745,283357,4304685,4588032
2548906,265471,4350409,4615871
2523112,248451,4393224,4641665
2499219,232293,4433274,4665558
2477095,216989,4470703,4687682
2456614,202522,4505650,4708163
2437659,188872,4538255,4727118
2420120,176015,4568652,4744657
2403894,163923,4596970,4760883
2388884,152568,4623334,4775893
2375003,141918,4647865,4789774
2362166,131942,4670678,4802611
2350297,122608,4691882,4814480
2339324,113882,4711581,4825453
2329179,105733,4729874,4835598
2319802,98129,4746856,4844975
2311134,91039,4762613,4853643
2303123,84434,4777229,4861654
2295719,78284,4790783,4869058
2288877,72562,4803348,4875900
2282553,67240,4814993,4882224
2276710,62294,4825782,4888067
2271311,57699,4835777,4893466
2266321,53431,4845034,4898456
2261711,49470,4853605,4903066
2257452,45795,4861540,4907325
2253516,42386,4868885,4911261
2249880,39224,4875682,4914897
2246520,36294,4881972,4918257
