# S,I,R,Nw
7018348,5,0,0
7018347,5,0,1
7018345,6,1,2
7018344,6,2,4
7018342,7,4,6
7018340,7,5,8
7018338,8,6,10
7018336,9,8,12
7018334,10,9,14
7018331,11,11,17
7018328,11,13,20
7018325,13,15,23
7018321,14,17,26
7018318,15,20,30
7018314,16,23,34
7018309,18,25,39
7018305,19,29,43
7018299,21,32,49
7018294,23,36,54
7018288,25,40,60
7018281,27,44,67
7018274,30,49,74
7018266,32,54,82
7018257,35,60,91
7018248,38,66,100
7018238,42,73,110
7018227,45,81,121
7018214,49,89,133
7018201,54,97,146
7018187,59,107,161
7018172,64,117,176
7018155,69,128,193
7018137,76,140,211
