ibgeID,city,state,population,I_reported,series_length,best_cost,beta,gamma,initial_I,S,I,R,Nw
2806503,Santa Rosa de Lima,SE,3926,0,0,,,,,,,,
3117801,Conceição dos Ouros,MG,11367,0,0,,,,,,,,
3150570,Pintópolis,MG,7563,0,0,,,,,,,,
2708204,São Brás,AL,7046,0,0,,,,,,,,
2200301,Alto Longá,PI,14040,0,0,,,,,,,,
3166956,Serranópolis de Minas,MG,4741,0,0,,,,,,,,
3527405,Lucélia,SP,21330,0,0,,,,,,,,
2102002,Bom Jardim,MA,40898,0,0,,,,,,,,
2921203,Miguel Calmon,BA,27600,0,0,,,,,,,,
2609907,Ouricuri,PE,68236,0,0,,,,,,,,
2413300,Serra de São Bento,RN,5877,0,0,,,,,,,,
2511608,Pilões,PB,6667,0,0,,,,,,,,
3134202,Ituiutaba,MG,103945,0,0,,,,,,,,
3543808,Rinópolis,SP,10116,0,0,,,,,,,,
4215554,Santa Helena,SC,2288,0,0,,,,,,,,
4117255,Nova Prata do Iguaçu,PR,10733,0,0,,,,,,,,
3117836,Cônego Marinho,MG,7611,0,0,,,,,,,,
3150604,Piracema,MG,6568,0,0,,,,,,,,
5100300,Alto Araguaia,MT,17841,0,0,,,,,,,,
5002001,Batayporã,MS,11228,0,0,,,,,,,,
2102036,Bom Jesus das Selvas,MA,33615,0,0,,,,,,,,
2904852,Cabaceiras do Paraguaçu,BA,19199,0,0,,,,,,,,
4117271,Nova Tebas,PR,6644,0,0,,,,,,,,
3167004,Serranos,MG,2026,0,0,,,,,,,,
5215009,Nova Veneza,GO,9249,0,0,,,,,,,,
4100905,Amaporã,PR,6019,0,0,,,,,,,,
2413359,Serra do Mel,RN,11675,0,0,,,,,,,,
4313904,Panambi,RS,41473,0,0,,,,,,,,
4117297,Novo Itacolomi,PR,2907,0,0,,,,,,,,
3117876,Confins,MG,6545,0,0,,,,,,,,
4215604,Santa Rosa de Lima,SC,2133,0,0,,,,,,,,
4117305,Ortigueira,PR,23308,0,0,,,,,,,,
2102077,Bom Lugar,MA,16041,0,0,,,,,,,,
3511102,Catanduva,SP,120092,0,0,,,,,,,,
3101508,Além Paraíba,MG,35795,0,0,,,,,,,,
2904902,Cachoeira,BA,35013,0,0,,,,,,,,
5100359,Alto Boa Vista,MT,6308,0,0,,,,,,,,
2806602,Santo Amaro das Brotas,SE,12086,0,0,,,,,,,,
3117900,Congonhal,MG,11588,0,0,,,,,,,,
2708303,São José da Laje,AL,24140,0,0,,,,,,,,
2200400,Altos,PI,39795,0,0,,,,,,,,
3527504,Lucianópolis,SP,2372,0,0,,,,,,,,
2610004,Palmares,PE,62571,0,0,,,,,,,,
2102101,Brejo,MA,35799,0,0,,,,,,,,
2921302,Milagres,BA,11621,0,0,,,,,,,,
2511707,Pilõezinhos,PB,5099,0,0,,,,,,,,
3134301,Itumirim,MG,6225,0,0,,,,,,,,
2413409,Serra Negra do Norte,RN,8152,0,0,,,,,,,,
4313953,Pantano Grande,RS,9887,0,0,,,,,,,,
3543907,Rio Claro,SP,201473,1,2,,,,,,,,
4215653,Santa Rosa do Sul,SC,8333,0,0,,,,,,,,
3150703,Pirajuba,MG,5665,0,0,,,,,,,,
5002100,Bela Vista,MS,24223,0,0,,,,,,,,
5100409,Alto Garças,MT,11383,0,0,,,,,,,,
3167103,Serro,MG,21431,0,0,,,,,,,,
4215679,Santa Terezinha,SC,8855,0,0,,,,,,,,
2102150,Brejo de Areia,MA,10444,0,0,,,,,,,,
4215687,Santa Terezinha do Progresso,SC,2611,0,0,,,,,,,,
4101002,Ampére,PR,18740,0,0,,,,,,,,
2200459,Alvorada do Gurguéia,PI,5303,0,0,,,,,,,,
4215695,Santiago do Sul,SC,1341,0,0,,,,,,,,
4314001,Paraí,RS,7357,1,3,,,,,,,,
4215703,Santo Amaro da Imperatriz,SC,22266,0,0,,,,,,,,
4117404,Ourizona,PR,3491,0,0,,,,,,,,
3511201,Catiguá,SP,7652,0,0,,,,,,,,
3101607,Alfenas,MG,79222,0,0,,,,,,,,
4314027,Paraíso do Sul,RS,7662,0,0,,,,,,,,
2806701,São Cristóvão,SE,88118,0,0,,,,,,,,
5002159,Bodoquena,MS,7859,0,0,,,,,,,,
2905008,Caculé,BA,23685,0,0,,,,,,,,
2708402,São José da Tapera,AL,32455,0,0,,,,,,,,
4314035,Pareci Novo,RS,3743,0,0,,,,,,,,
3527603,Luís Antônio,SP,13703,0,0,,,,,,,,
3118007,Congonhas,MG,53348,0,0,,,,,,,,
2102200,Buriti,MA,28170,0,0,,,,,,,,
2921401,Mirangaba,BA,18588,0,0,,,,,,,,
2610103,Palmeirina,PE,7864,0,0,,,,,,,,
4101051,Anahy,PR,2908,0,0,,,,,,,,
2200509,Amarante,PI,17317,0,0,,,,,,,,
2511806,Pirpirituba,PB,10570,0,0,,,,,,,,
3101631,Alfredo Vasconcelos,MG,6709,0,0,,,,,,,,
3134400,Iturama,MG,38102,0,0,,,,,,,,
4314050,Parobé,RS,55893,0,0,,,,,,,,
3544004,Rio das Pedras,SP,33464,0,0,,,,,,,,
2413508,Serrinha,RN,6470,0,0,,,,,,,,
4215752,São Bernardino,SC,2496,0,0,,,,,,,,
1709005,Goiatins,TO,12894,0,0,,,,,,,,
4117453,Ouro Verde do Oeste,PR,6000,0,0,,,,,,,,
3150802,Piranga,MG,17892,0,0,,,,,,,,
4314068,Passa Sete,RS,5523,0,0,,,,,,,,
5100508,Alto Paraguai,MT,10814,0,0,,,,,,,,
4314076,Passo do Sobrado,RS,6402,0,0,,,,,,,,
5002209,Bonito,MS,21267,0,0,,,,,,,,
3167202,Sete Lagoas,MG,234221,2,10,,,,,,,,
5215207,Novo Brasil,GO,3291,0,0,,,,,,,,
2921450,Mirante,BA,9735,0,0,,,,,,,,
4101101,Andirá,PR,20822,0,0,,,,,,,,
4314100,Passo Fundo,RS,197798,1,1,,,,,,,,
2413557,Serrinha dos Pintos,RN,4819,0,0,,,,,,,,
4215802,São Bento do Sul,SC,81893,0,0,,,,,,,,
5215231,Novo Gama,GO,108410,0,0,,,,,,,,
4117503,Paiçandu,PR,39728,0,0,,,,,,,,
3511300,Cedral,SP,8870,0,0,,,,,,,,
3101706,Almenara,MG,41552,0,0,,,,,,,,
2806800,São Domingos,SE,11053,0,0,,,,,,,,
2905107,Caém,BA,10179,0,0,,,,,,,,
2708501,São Luís do Quitunde,AL,34798,0,0,,,,,,,,
4314134,Paulo Bento,RS,2302,0,0,,,,,,,,
3527702,Luiziânia,SP,5573,0,0,,,,,,,,
5215256,Novo Planalto,GO,4343,0,0,,,,,,,,
3118106,Congonhas do Norte,MG,5128,0,0,,,,,,,,
2610202,Panelas,PE,26440,0,0,,,,,,,,
2921500,Monte Santo,BA,52015,0,0,,,,,,,,
4101150,Ângulo,PR,2969,0,0,,,,,,,,
2200608,Angical do Piauí,PI,6688,0,0,,,,,,,,
2511905,Pitimbu,PB,18938,0,0,,,,,,,,
2102309,Buriti Bravo,MA,23437,0,0,,,,,,,,
3544103,Rio Grande da Serra,SP,48861,0,0,,,,,,,,
2413607,Severiano Melo,RN,3517,0,0,,,,,,,,
3134509,Itutinga,MG,3938,0,0,,,,,,,,
4314159,Paverama,RS,8461,0,0,,,,,,,,
2102325,Buriticupu,MA,71227,0,0,,,,,,,,
3150901,Piranguçu,MG,5495,0,0,,,,,,,,
5100607,Alto Taquari,MT,9963,0,0,,,,,,,,
4314175,Pedras Altas,RS,2181,0,0,,,,,,,,
2905156,Caetanos,BA,16045,0,0,,,,,,,,
3167301,Silveirânia,MG,2287,0,0,,,,,,,,
5002308,Brasilândia,MS,11884,0,0,,,,,,,,
5215306,Orizona,GO,15364,0,0,,,,,,,,
4101200,Antonina,PR,19418,0,0,,,,,,,,
2102358,Buritirana,MA,15142,0,0,,,,,,,,
4215901,São Bonifácio,SC,2922,0,0,,,,,,,,
4314209,Pedro Osório,RS,8005,0,0,,,,,,,,
4117602,Palmas,PR,48339,0,0,,,,,,,,
2102374,Cachoeira Grande,MA,8878,0,0,,,,,,,,
3200102,Afonso Cláudio,ES,32407,0,0,,,,,,,,
3101805,Alpercata,MG,7497,0,0,,,,,,,,
3511409,Cerqueira César,SP,19304,0,0,,,,,,,,
2905206,Caetité,BA,52696,0,0,,,,,,,,
2708600,São Miguel dos Campos,AL,61204,0,0,,,,,,,,
3527801,Lupércio,SP,4561,0,0,,,,,,,,
3118205,Conquista,MG,6928,0,0,,,,,,,,
2610301,Paranatama,PE,11403,0,0,,,,,,,,
2806909,São Francisco,SE,3916,0,0,,,,,,,,
2512002,Pocinhos,PB,18451,0,0,,,,,,,,
2200707,Anísio de Abreu,PI,9655,0,0,,,,,,,,
2102408,Cajapió,MA,10975,0,0,,,,,,,,
2921609,Morpará,BA,8958,0,0,,,,,,,,
3544202,Riolândia,SP,11928,0,0,,,,,,,,
3200136,Águia Branca,ES,10075,0,0,,,,,,,,
2413706,Sítio Novo,RN,5481,0,0,,,,,,,,
3134608,Jaboticatubas,MG,19305,0,0,,,,,,,,
3151008,Piranguinho,MG,8553,0,0,,,,,,,,
2512036,Poço Dantas,PB,3774,0,0,,,,,,,,
5002407,Caarapó,MS,28867,0,0,,,,,,,,
3167400,Silvianópolis,MG,6299,0,0,,,,,,,,
3200169,Água Doce do Norte,ES,11958,0,0,,,,,,,,
5215405,Ouro Verde de Goiás,GO,3993,0,0,,,,,,,,
3544251,Rosana,SP,18124,0,0,,,,,,,,
4101309,Antônio Olinto,PR,7582,0,0,,,,,,,,
4314308,Pejuçara,RS,4049,0,0,,,,,,,,
4117701,Palmeira,PR,33889,0,0,,,,,,,,
4216008,São Carlos,SC,11038,0,0,,,,,,,,
3200201,Alegre,ES,32175,0,0,,,,,,,,
2512077,Poço de José de Moura,PB,4282,0,0,,,,,,,,
3101904,Alpinópolis,MG,19741,0,0,,,,,,,,
3511508,Cerquilho,SP,45947,0,0,,,,,,,,
2905305,Cafarnaum,BA,18917,0,0,,,,,,,,
3527900,Lutécia,SP,2717,0,0,,,,,,,,
2807006,São Miguel do Aleixo,SE,3923,0,0,,,,,,,,
3118304,Conselheiro Lafaiete,MG,126420,0,0,,,,,,,,
2610400,Parnamirim,PE,21290,0,0,,,,,,,,
2708709,São Miguel dos Milagres,AL,7951,0,0,,,,,,,,
2200806,Antônio Almeida,PI,3109,0,0,,,,,,,,
2512101,Pombal,PB,32739,0,0,,,,,,,,
2102507,Cajari,MA,19030,0,0,,,,,,,,
2921708,Morro do Chapéu,BA,36789,0,0,,,,,,,,
3544301,Roseira,SP,10429,0,0,,,,,,,,
2413805,Taboleiro Grande,RN,2542,0,0,,,,,,,,
3134707,Jacinto,MG,12549,0,0,,,,,,,,
1709302,Guaraí,TO,25399,0,0,,,,,,,,
4216057,São Cristovão do Sul,SC,5412,0,0,,,,,,,,
3151107,Pirapetinga,MG,10848,0,0,,,,,,,,
5100805,Apiacás,MT,9551,0,0,,,,,,,,
5215504,Ouvidor,GO,6242,0,0,,,,,,,,
3167509,Simão Pereira,MG,2646,0,0,,,,,,,,
2102556,Campestre do Maranhão,MA,14127,0,0,,,,,,,,
4101408,Apucarana,PR,131571,0,0,,,,,,,,
4314407,Pelotas,RS,343651,2,2,,,,,,,,
4117800,Palmital,PR,14332,0,0,,,,,,,,
4216107,São Domingos,SC,9509,0,0,,,,,,,,
3200300,Alfredo Chaves,ES,15029,0,0,,,,,,,,
3102001,Alterosa,MG,14494,0,0,,,,,,,,
3511607,Cesário Lange,SP,17378,0,0,,,,,,,,
4314423,Picada Café,RS,5564,0,0,,,,,,,,
2905404,Cairu,BA,17985,0,0,,,,,,,,
2807105,Simão Dias,SE,40684,0,0,,,,,,,,
3118403,Conselheiro Pena,MG,23192,0,0,,,,,,,,
3528007,Macatuba,SP,17063,0,0,,,,,,,,
2708808,São Sebastião,AL,34387,0,0,,,,,,,,
2200905,Aroazes,PI,5755,0,0,,,,,,,,
2512200,Prata,PB,4145,0,0,,,,,,,,
2610509,Passira,PE,28935,0,0,,,,,,,,
2102606,Cândido Mendes,MA,19827,0,0,,,,,,,,
2921807,Mortugaba,BA,12505,0,0,,,,,,,,
3544400,Rubiácea,SP,3015,0,0,,,,,,,,
2413904,Taipu,RN,12398,0,0,,,,,,,,
3134806,Jacuí,MG,7797,0,0,,,,,,,,
4314456,Pinhal,RS,2613,0,0,,,,,,,,
4314464,Pinhal da Serra,RS,2115,0,0,,,,,,,,
3102050,Alto Caparaó,MG,5748,0,0,,,,,,,,
3151206,Pirapora,MG,56474,0,0,,,,,,,,
3200359,Alto Rio Novo,ES,7979,0,0,,,,,,,,
4314472,Pinhal Grande,RS,4552,0,0,,,,,,,,
5002605,Camapuã,MS,13712,0,0,,,,,,,,
5215603,Padre Bernardo,GO,31646,0,0,,,,,,,,
3167608,Simonésia,MG,19530,0,0,,,,,,,,
2200954,Aroeiras do Itaim,PI,2460,0,0,,,,,,,,
4314498,Pinheirinho do Vale,RS,4783,0,0,,,,,,,,
4101507,Arapongas,PR,116960,0,0,,,,,,,,
4314506,Pinheiro Machado,RS,12944,0,0,,,,,,,,
4216206,São Francisco do Sul,SC,49658,0,0,,,,,,,,
3102100,Alto Rio Doce,MG,11792,0,0,,,,,,,,
4117909,Palotina,PR,31115,0,0,,,,,,,,
3200409,Anchieta,ES,28091,0,0,,,,,,,,
3511706,Charqueada,SP,16608,0,0,,,,,,,,
2905503,Caldeirão Grande,BA,13643,0,0,,,,,,,,
5215652,Palestina de Goiás,GO,3507,0,0,,,,,,,,
2807204,Siriri,SE,8765,0,0,,,,,,,,
3118502,Consolação,MG,1807,0,0,,,,,,,,
2201002,Arraial,PI,4662,0,0,,,,,,,,
3528106,Macaubal,SP,8060,0,0,,,,,,,,
2708907,Satuba,AL,13824,0,0,,,,,,,,
2610608,Paudalho,PE,55493,0,0,,,,,,,,
2102705,Cantanhede,MA,21617,0,0,,,,,,,,
2921906,Mucugê,BA,10096,0,0,,,,,,,,
2414001,Tangará,RN,15700,0,0,,,,,,,,
4314548,Pinto Bandeira,RS,2847,0,0,,,,,,,,
2512309,Princesa Isabel,PB,23247,0,0,,,,,,,,
3134905,Jacutinga,MG,25199,0,0,,,,,,,,
4314555,Pirapó,RS,2651,0,0,,,,,,,,
1709500,Gurupi,TO,84628,0,0,,,,,,,,
3544509,Rubinéia,SP,3081,0,0,,,,,,,,
4216255,São João do Oeste,SC,6285,0,0,,,,,,,,
3151305,Piraúba,MG,11090,0,0,,,,,,,,
5101001,Araguaiana,MT,3059,0,0,,,,,,,,
5002704,Campo Grande,MS,863982,23,13,,,,,,,,
5215702,Palmeiras de Goiás,GO,26855,0,0,,,,,,,,
2201051,Assunção do Piauí,PI,7703,0,0,,,,,,,,
3167707,Sobrália,MG,5816,0,0,,,,,,,,
2708956,Senador Rui Palmeira,AL,13974,0,0,,,,,,,,
2102754,Capinzal do Norte,MA,10716,0,0,,,,,,,,
4101606,Arapoti,PR,27728,0,0,,,,,,,,
4314605,Piratini,RS,20757,1,1,,,,,,,,
4216305,São João Batista,SC,33897,0,0,,,,,,,,
4118006,Paraíso do Norte,PR,13180,0,0,,,,,,,,
3200508,Apiacá,ES,7928,0,0,,,,,,,,
3102209,Alvarenga,MG,4245,0,0,,,,,,,,
2905602,Camacan,BA,33257,0,0,,,,,,,,
2807303,Telha,SE,3196,0,0,,,,,,,,
3118601,Contagem,MG,653800,2,4,,,,,,,,
2709004,Tanque d'Arca,AL,6293,0,0,,,,,,,,
2201101,Avelino Lopes,PI,11471,0,0,,,,,,,,
3528205,Macedônia,SP,3741,0,0,,,,,,,,
2922003,Mucuri,BA,41587,0,0,,,,,,,,
2102804,Carolina,MA,23833,0,0,,,,,,,,
2610707,Paulista,PE,325590,0,0,,,,,,,,
2414100,Tenente Ananias,RN,10731,0,0,,,,,,,,
4101655,Arapuã,PR,3384,0,0,,,,,,,,
2512408,Puxinanã,PB,13638,0,0,,,,,,,,
3135001,Jaguaraçu,MG,3147,0,0,,,,,,,,
3544608,Sabino,SP,5526,0,0,,,,,,,,
4216354,São João do Itaperiú,SC,3662,0,0,,,,,,,,
3151404,Pitangui,MG,27495,0,0,,,,,,,,
5002803,Caracol,MS,5906,0,0,,,,,,,,
5215801,Palmelo,GO,2420,0,0,,,,,,,,
1300029,Alvarães,AM,15729,0,0,,,,,,,,
2201150,Baixa Grande do Ribeiro,PI,11302,0,0,,,,,,,,
3167806,Soledade de Minas,MG,6094,0,0,,,,,,,,
2922052,Mulungu do Morro,BA,12159,0,0,,,,,,,,
4101705,Araruna,PR,14056,0,0,,,,,,,,
3135050,Jaíba,MG,37516,0,0,,,,,,,,
2414159,Tenente Laurentino Cruz,RN,5835,0,0,,,,,,,,
4314704,Planalto,RS,10650,0,0,,,,,,,,
4216404,São João do Sul,SC,7247,0,0,,,,,,,,
2201176,Barra D'Alcântara,PI,3888,0,0,,,,,,,,
4118105,Paranacity,PR,11168,0,0,,,,,,,,
1300060,Amaturá,AM,11047,0,0,,,,,,,,
3200607,Aracruz,ES,96746,0,0,,,,,,,,
3511904,Clementina,SP,8124,0,0,,,,,,,,
3102308,Alvinópolis,MG,15609,0,0,,,,,,,,
2905701,Camaçari,BA,292074,1,7,,,,,,,,
3135076,Jampruca,MG,5389,0,0,,,,,,,,
2807402,Tobias Barreto,SE,51770,0,0,,,,,,,,
3118700,Coqueiral,MG,9446,0,0,,,,,,,,
2709103,Taquarana,AL,20097,0,0,,,,,,,,
2201200,Barras,PI,46189,0,0,,,,,,,,
3528304,Magda,SP,3200,0,0,,,,,,,,
4200051,Abdon Batista,SC,2617,0,0,,,,,,,,
2922102,Mundo Novo,BA,27165,0,0,,,,,,,,
2102903,Carutapera,MA,23404,0,0,,,,,,,,
1300086,Anamã,AM,12653,0,0,,,,,,,,
2610806,Pedra,PE,22455,0,0,,,,,,,,
2512507,Queimadas,PB,43945,0,0,,,,,,,,
3135100,Janaúba,MG,71279,0,0,,,,,,,,
2414209,Tibau do Sul,RN,13609,0,0,,,,,,,,
4314753,Poço das Antas,RS,2108,0,0,,,,,,,,
3544707,Sagres,SP,2454,0,0,,,,,,,,
1300102,Anori,AM,19749,0,0,,,,,,,,
3151503,Piumhi,MG,34306,0,0,,,,,,,,
5002902,Cassilândia,MS,21685,0,0,,,,,,,,
5101209,Araguainha,MT,953,0,0,,,,,,,,
4314779,Pontão,RS,3988,0,0,,,,,,,,
5215900,Palminópolis,GO,3664,0,0,,,,,,,,
2709152,Teotônio Vilela,AL,44426,0,0,,,,,,,,
3167905,Tabuleiro,MG,3991,0,0,,,,,,,,
4314787,Ponte Preta,RS,1717,0,0,,,,,,,,
4200101,Abelardo Luz,SC,17782,0,0,,,,,,,,
4101804,Araucária,PR,135459,0,0,,,,,,,,
1300144,Apuí,AM,21031,0,0,,,,,,,,
4314803,Portão,RS,34353,0,0,,,,,,,,
4216503,São Joaquim,SC,26447,0,0,,,,,,,,
4118204,Paranaguá,PR,151829,0,0,,,,,,,,
3512001,Colina,SP,18311,0,0,,,,,,,,
3200706,Atilio Vivacqua,ES,11335,0,0,,,,,,,,
3102407,Alvorada de Minas,MG,3669,0,0,,,,,,,,
2905800,Camamu,BA,36543,0,0,,,,,,,,
5002951,Chapadão do Sul,MS,23284,0,0,,,,,,,,
5101258,Araputanga,MT,16109,0,0,,,,,,,,
2807501,Tomar do Geru,SE,13204,0,0,,,,,,,,
2709202,Traipu,AL,27938,0,0,,,,,,,,
3528403,Mairinque,SP,46294,0,0,,,,,,,,
2103000,Caxias,MA,161926,0,0,,,,,,,,
2922201,Muniz Ferreira,BA,7650,0,0,,,,,,,,
3118809,Coração de Jesus,MG,27014,0,0,,,,,,,,
2610905,Pesqueira,PE,66524,0,0,,,,,,,,
2201309,Barreiras do Piauí,PI,3291,0,0,,,,,,,,
4101853,Ariranha do Ivaí,PR,2330,0,0,,,,,,,,
2512606,Quixaba,PB,1933,0,0,,,,,,,,
2414308,Timbaúba dos Batistas,RN,2428,0,0,,,,,,,,
3544806,Sales,SP,6074,0,0,,,,,,,,
1300201,Atalaia do Norte,AM,18599,0,0,,,,,,,,
3135209,Januária,MG,68420,0,0,,,,,,,,
1709807,Ipueiras,TO,1918,0,0,,,,,,,,
3151602,Planura,MG,11656,0,0,,,,,,,,
5101308,Arenápolis,MT,9576,0,0,,,,,,,,
3168002,Taiobeiras,MG,33576,0,0,,,,,,,,
5216007,Panamá,GO,2717,0,0,,,,,,,,
4200200,Agrolândia,SC,10427,0,0,,,,,,,,
2922250,Muquém de São Francisco,BA,11571,0,0,,,,,,,,
4101903,Assaí,PR,16104,0,0,,,,,,,,
4216602,São José,SC,236029,8,8,,,,,,,,
4118303,Paranapoema,PR,3084,0,0,,,,,,,,
3512100,Colômbia,SP,6218,0,0,,,,,,,,
3200805,Baixo Guandu,ES,31633,0,0,,,,,,,,
3102506,Amparo do Serra,MG,4947,0,0,,,,,,,,
2807600,Umbaúba,SE,24832,0,0,,,,,,,,
3168051,Taparuba,MG,3199,0,0,,,,,,,,
2709301,União dos Palmares,AL,66255,0,0,,,,,,,,
2905909,Campo Alegre de Lourdes,BA,29994,0,0,,,,,,,,
3528502,Mairiporã,SP,93981,1,1,,,,,,,,
2611002,Petrolândia,PE,35731,0,0,,,,,,,,
2922300,Muritiba,BA,30585,0,0,,,,,,,,
3118908,Cordisburgo,MG,9014,0,0,,,,,,,,
2201408,Barro Duro,PI,6930,0,0,,,,,,,,
2512705,Remígio,PB,19368,0,0,,,,,,,,
2103109,Cedral,MA,10473,0,0,,,,,,,,
2414407,Touros,RN,33778,0,0,,,,,,,,
3544905,Sales Oliveira,SP,11541,0,0,,,,,,,,
1300300,Autazes,AM,37752,0,0,,,,,,,,
3135308,Japaraíba,MG,4275,0,0,,,,,,,,
2512721,Pedro Régis,PB,6067,0,0,,,,,,,,
2103125,Central do Maranhão,MA,8534,0,0,,,,,,,,
3151701,Poço Fundo,MG,16841,0,0,,,,,,,,
5101407,Aripuanã,MT,21011,0,0,,,,,,,,
5003108,Corguinho,MS,5622,0,0,,,,,,,,
3168101,Tapira,MG,4598,0,0,,,,,,,,
2512747,Riachão,PB,3570,0,0,,,,,,,,
4102000,Assis Chateaubriand,PR,34046,0,0,,,,,,,,
2512754,Riachão do Bacamarte,PB,4503,0,0,,,,,,,,
4200309,Agronômica,SC,5371,0,0,,,,,,,,
2103158,Centro do Guilherme,MA,13295,0,0,,,,,,,,
2414456,Triunfo Potiguar,RN,3346,0,0,,,,,,,,
2512762,Riachão do Poço,PB,4481,0,0,,,,,,,,
3135357,Japonvar,MG,8664,0,0,,,,,,,,
4216701,São José do Cedro,SC,13899,0,0,,,,,,,,
4315008,Porto Lucena,RS,5269,0,0,,,,,,,,
4118402,Paranavaí,PR,87316,1,3,,,,,,,,
2103174,Centro Novo do Maranhão,MA,21300,0,0,,,,,,,,
3200904,Barra de São Francisco,ES,44946,0,0,,,,,,,,
3102605,Andradas,MG,40407,0,0,,,,,,,,
3512209,Conchal,SP,27345,0,0,,,,,,,,
2512788,Riacho de Santo Antônio,PB,1955,0,0,,,,,,,,
5003157,Coronel Sapucaia,MS,14916,0,0,,,,,,,,
2906006,Campo Formoso,BA,73118,0,0,,,,,,,,
2709400,Viçosa,AL,26176,0,0,,,,,,,,
3528601,Manduri,SP,9653,0,0,,,,,,,,
3119005,Cordislândia,MG,3580,0,0,,,,,,,,
2611101,Petrolina,PE,337683,2,4,,,,,,,,
2201507,Batalha,PI,26379,0,0,,,,,,,,
2512804,Riacho dos Cavalos,PB,8587,0,0,,,,,,,,
2103208,Chapadinha,MA,78348,0,0,,,,,,,,
2922409,Mutuípe,BA,22917,0,0,,,,,,,,
3545001,Salesópolis,SP,16797,0,0,,,,,,,,
2414506,Umarizal,RN,10808,0,0,,,,,,,,
3135407,Jeceaba,MG,5250,0,0,,,,,,,,
4315057,Porto Mauá,RS,2546,0,0,,,,,,,,
4118451,Pato Bragado,PR,5369,0,0,,,,,,,,
3151800,Poços de Caldas,MG,164912,1,7,,,,,,,,
1300409,Barcelos,AM,27589,0,0,,,,,,,,
4315073,Porto Vera Cruz,RS,1704,0,0,,,,,,,,
5003207,Corumbá,MS,109294,0,0,,,,,,,,
3168200,Tapiraí,MG,1921,0,0,,,,,,,,
2201556,Bela Vista do Piauí,PI,3934,0,0,,,,,,,,
4200408,Água Doce,SC,7143,0,0,,,,,,,,
2103257,Cidelândia,MA,14446,0,0,,,,,,,,
4102109,Astorga,PR,26087,0,0,,,,,,,,
3135456,Jenipapo de Minas,MG,7627,0,0,,,,,,,,
4216800,São José do Cerrito,SC,8705,0,0,,,,,,,,
4315107,Porto Xavier,RS,10737,0,0,,,,,,,,
2201572,Belém do Piauí,PI,3485,0,0,,,,,,,,
4118501,Pato Branco,PR,79869,2,6,,,,,,,,
3201001,Boa Esperança,ES,15390,0,0,,,,,,,,
3102704,Cachoeira de Pajeú,MG,9445,0,0,,,,,,,,
3512308,Conchas,SP,17523,0,0,,,,,,,,
5003256,Costa Rica,MS,19835,0,0,,,,,,,,
2906105,Canápolis,BA,10146,0,0,,,,,,,,
4315131,Pouso Novo,RS,1832,0,0,,,,,,,,
3528700,Marabá Paulista,SP,5524,0,0,,,,,,,,
3119104,Corinto,MG,24407,0,0,,,,,,,,
2611200,Poção,PE,11266,0,0,,,,,,,,
2201606,Beneditinos,PI,10032,0,0,,,,,,,,
2512903,Rio Tinto,PB,24090,0,0,,,,,,,,
2103307,Codó,MA,120548,0,0,,,,,,,,
2922508,Nazaré,BA,29450,0,0,,,,,,,,
3545100,Salmourão,SP,5187,0,0,,,,,,,,
2414605,Upanema,RN,14448,0,0,,,,,,,,
4315149,Presidente Lucena,RS,2729,0,0,,,,,,,,
3135506,Jequeri,MG,12901,0,0,,,,,,,,
4315156,Progresso,RS,6376,0,0,,,,,,,,
1300508,Barreirinha,AM,31105,0,0,,,,,,,,
4315172,Protásio Alves,RS,2037,0,0,,,,,,,,
3151909,Pocrane,MG,8889,0,0,,,,,,,,
5101605,Barão de Melgaço,MT,7886,0,0,,,,,,,,
5003306,Coxim,MS,33231,0,0,,,,,,,,
5216304,Paranaiguara,GO,9841,0,0,,,,,,,,
3168309,Taquaraçu de Minas,MG,4053,0,0,,,,,,,,
4200507,Águas de Chapecó,SC,6412,0,0,,,,,,,,
4102208,Atalaia,PR,4002,0,0,,,,,,,,
4315206,Putinga,RS,4172,0,0,,,,,,,,
3545159,Saltinho,SP,7919,0,0,,,,,,,,
4118600,Paula Freitas,PR,5808,0,0,,,,,,,,
3201100,Bom Jesus do Norte,ES,10215,0,0,,,,,,,,
4216909,São Lourenço do Oeste,SC,23473,0,0,,,,,,,,
3102803,Andrelândia,MG,12507,0,0,,,,,,,,
3512407,Cordeirópolis,SP,23517,0,0,,,,,,,,
2906204,Canarana,BA,26702,1,2,,,,,,,,
3119203,Coroaci,MG,10365,0,0,,,,,,,,
2513000,Salgadinho,PB,3927,0,0,,,,,,,,
2201705,Bertolínia,PI,5408,0,0,,,,,,,,
3528809,Maracaí,SP,13948,0,0,,,,,,,,
4200556,Águas Frias,SC,2397,0,0,,,,,,,,
2611309,Pombos,PE,26902,0,0,,,,,,,,
2103406,Coelho Neto,MA,48546,0,0,,,,,,,,
2922607,Nilo Peçanha,BA,14279,0,0,,,,,,,,
2414704,Várzea,RN,5534,0,0,,,,,,,,
3135605,Jequitaí,MG,7932,0,0,,,,,,,,
3545209,Salto,SP,115193,0,0,,,,,,,,
1300607,Benjamin Constant,AM,40417,0,0,,,,,,,,
3102852,Angelândia,MG,8502,0,0,,,,,,,,
3152006,Pompéu,MG,31401,0,0,,,,,,,,
3201159,Brejetuba,ES,12797,0,0,,,,,,,,
5101704,Barra do Bugres,MT,33334,0,0,,,,,,,,
2201739,Betânia do Piauí,PI,6102,0,0,,,,,,,,
